	d	j	v	frequency	frequency
IGHV1-21-1*01__________NA__________IGHJ2*01	NA	NA	NA	9.0	3.0
IGHV1-21-1*01__________NA__________IGHJ3*01	NA	NA	NA	7.0	6.0
IGHV1-21-1*01__________NA__________IGHJ4*01	NA	NA	NA	9.0	8.0
IGHV1-22*01__________IGHD1-1*01__________IGHJ1*01	NA	NA	NA	9.0	16.0
IGHV1-22*01__________IGHD1-1*01__________IGHJ1*03	NA	NA	NA	50.0	64.0
IGHV1-22*01__________IGHD1-1*01__________IGHJ2*01	NA	NA	NA	186.0	216.0
IGHV1-22*01__________IGHD1-1*01__________IGHJ2*03	NA	NA	NA	9.0	4.0
IGHV1-22*01__________IGHD1-1*01__________IGHJ3*01	NA	NA	NA	73.0	69.0
IGHV1-22*01__________IGHD1-1*01__________IGHJ4*01	NA	NA	NA	705.0	671.0
IGHV1-22*01__________IGHD1-1*02__________IGHJ1*03	NA	NA	NA	NA	1.0
IGHV1-22*01__________IGHD1-2*01__________IGHJ2*01	NA	NA	NA	2.0	8.0
IGHV1-22*01__________IGHD1-2*01__________IGHJ3*01	NA	NA	NA	NA	1.0
IGHV1-22*01__________IGHD2-11*02__________IGHJ3*01	NA	NA	NA	3.0	6.0
IGHV1-22*01__________IGHD2-14*01__________IGHJ1*01	NA	NA	NA	2.0	3.0
IGHV1-22*01__________IGHD2-3*01__________IGHJ2*01	NA	NA	NA	8.0	4.0
IGHV1-22*01__________IGHD2-3*01__________IGHJ3*01	NA	NA	NA	3.0	1.0
IGHV1-22*01__________IGHD2-3*01__________IGHJ4*01	NA	NA	NA	5.0	3.0
IGHV1-22*01__________IGHD2-6*01__________IGHJ2*01	NA	NA	NA	30.0	34.0
IGHV1-22*01__________IGHD2-6*01__________IGHJ3*01	NA	NA	NA	88.0	70.0
IGHV1-22*01__________IGHD2-6*01__________IGHJ4*01	NA	NA	NA	NA	1.0
IGHV1-22*01__________IGHD2-7*01__________IGHJ2*01	NA	NA	NA	2.0	3.0
IGHV1-22*01__________IGHD2-7*01__________IGHJ3*01	NA	NA	NA	288.0	291.0
IGHV1-22*01__________IGHD2-7*01__________IGHJ4*01	NA	NA	NA	10.0	15.0
IGHV1-22*01__________IGHD2-8*01__________IGHJ2*01	NA	NA	NA	18.0	16.0
IGHV1-22*01__________IGHD2-8*01__________IGHJ4*01	NA	NA	NA	1.0	1.0
IGHV1-22*01__________IGHD2-9*01__________IGHJ2*01	NA	NA	NA	1.0	NA
IGHV1-22*01__________IGHD2-9*01__________IGHJ3*01	NA	NA	NA	1.0	3.0
IGHV1-22*01__________IGHD2-9*02__________IGHJ2*01	NA	NA	NA	24.0	19.0
IGHV1-22*01__________IGHD2-9*02__________IGHJ3*01	NA	NA	NA	10.0	3.0
IGHV1-22*01__________IGHD2-9*02__________IGHJ4*01	NA	NA	NA	NA	3.0
IGHV1-22*01__________IGHD3-2*01__________IGHJ3*01	NA	NA	NA	3.0	2.0
IGHV1-22*01__________IGHD3-2*02__________IGHJ3*01	NA	NA	NA	1.0	NA
IGHV1-22*01__________IGHD3-2*02__________IGHJ4*01	NA	NA	NA	1.0	1.0
IGHV1-22*01__________NA__________IGHJ1*01	NA	NA	NA	53.0	55.0
IGHV1-22*01__________NA__________IGHJ1*03	NA	NA	NA	126.0	117.0
IGHV1-22*01__________NA__________IGHJ2*01	NA	NA	NA	833.0	768.0
IGHV1-22*01__________NA__________IGHJ2*02	NA	NA	NA	4.0	2.0
IGHV1-22*01__________NA__________IGHJ3*01	NA	NA	NA	464.0	429.0
IGHV1-22*01__________NA__________IGHJ3*02	NA	NA	NA	2.0	5.0
IGHV1-22*01__________NA__________IGHJ4*01	NA	NA	NA	1198.0	1200.0
IGHV1-23*01__________IGHD1-1*01__________IGHJ1*03	NA	NA	NA	4.0	2.0
IGHV1-23*01__________IGHD1-1*01__________IGHJ2*01	NA	NA	NA	3.0	9.0
IGHV1-23*01__________IGHD1-1*01__________IGHJ3*01	NA	NA	NA	1.0	3.0
IGHV1-23*01__________IGHD1-1*01__________IGHJ4*01	NA	NA	NA	NA	1.0
IGHV1-23*01__________IGHD2-3*01__________IGHJ2*01	NA	NA	NA	2.0	2.0
IGHV1-23*01__________IGHD2-6*01__________IGHJ1*03	NA	NA	NA	2.0	2.0
IGHV1-23*01__________IGHD2-8*01__________IGHJ2*01	NA	NA	NA	1.0	NA
IGHV1-23*01__________IGHD2-9*02__________IGHJ3*01	NA	NA	NA	NA	1.0
IGHV1-23*01__________IGHD2-9*02__________IGHJ4*01	NA	NA	NA	NA	1.0
IGHV1-23*01__________NA__________IGHJ1*03	NA	NA	NA	9.0	8.0
IGHV1-23*01__________NA__________IGHJ2*01	NA	NA	NA	24.0	22.0
IGHV1-23*01__________NA__________IGHJ3*01	NA	NA	NA	7.0	5.0
IGHV1-23*01__________NA__________IGHJ3*02	NA	NA	NA	3.0	2.0
IGHV1-23*01__________NA__________IGHJ4*01	NA	NA	NA	10.0	7.0
IGHV1-25*01__________IGHD1-1*01__________IGHJ1*03	NA	NA	NA	1.0	1.0
IGHV1-25*01__________IGHD2-6*01__________IGHJ2*01	NA	NA	NA	9.0	5.0
IGHV1-25*01__________NA__________IGHJ1*03	NA	NA	NA	2.0	2.0
IGHV1-25*01__________NA__________IGHJ2*01	NA	NA	NA	5.0	6.0
IGHV1-25*01__________NA__________IGHJ3*01	NA	NA	NA	9.0	9.0
IGHV1-25*01__________NA__________IGHJ4*01	NA	NA	NA	8.0	3.0
IGHV1-26*01__________IGHD1-1*01__________IGHJ1*01	NA	NA	NA	26.0	19.0
IGHV1-26*01__________IGHD1-1*01__________IGHJ1*03	NA	NA	NA	699.0	699.0
IGHV1-26*01__________IGHD1-1*01__________IGHJ2*01	NA	NA	NA	809.0	732.0
IGHV1-26*01__________IGHD1-1*01__________IGHJ2*02	NA	NA	NA	2.0	2.0
IGHV1-26*01__________IGHD1-1*01__________IGHJ3*01	NA	NA	NA	512.0	489.0
IGHV1-26*01__________IGHD1-1*01__________IGHJ4*01	NA	NA	NA	258.0	242.0
IGHV1-26*01__________IGHD1-1*02__________IGHJ2*01	NA	NA	NA	20.0	14.0
IGHV1-26*01__________IGHD1-1*02__________IGHJ3*01	NA	NA	NA	NA	1.0
IGHV1-26*01__________IGHD1-2*01__________IGHJ3*01	NA	NA	NA	3.0	2.0
IGHV1-26*01__________IGHD2-11*01__________IGHJ3*01	NA	NA	NA	2.0	6.0
IGHV1-26*01__________IGHD2-11*02__________IGHJ2*01	NA	NA	NA	1.0	1.0
IGHV1-26*01__________IGHD2-11*02__________IGHJ3*01	NA	NA	NA	17.0	18.0
IGHV1-26*01__________IGHD2-11*02__________IGHJ4*01	NA	NA	NA	50.0	49.0
IGHV1-26*01__________IGHD2-13*01__________IGHJ2*01	NA	NA	NA	NA	1.0
IGHV1-26*01__________IGHD2-14*01__________IGHJ2*01	NA	NA	NA	1.0	1.0
IGHV1-26*01__________IGHD2-14*01__________IGHJ3*01	NA	NA	NA	5.0	1.0
IGHV1-26*01__________IGHD2-14*01__________IGHJ4*01	NA	NA	NA	3.0	6.0
IGHV1-26*01__________IGHD2-3*01__________IGHJ1*01	NA	NA	NA	1.0	NA
IGHV1-26*01__________IGHD2-3*01__________IGHJ1*03	NA	NA	NA	5.0	2.0
IGHV1-26*01__________IGHD2-3*01__________IGHJ2*01	NA	NA	NA	5.0	4.0
IGHV1-26*01__________IGHD2-3*01__________IGHJ3*01	NA	NA	NA	6.0	13.0
IGHV1-26*01__________IGHD2-3*01__________IGHJ4*01	NA	NA	NA	17.0	17.0
IGHV1-26*01__________IGHD2-6*01__________IGHJ1*03	NA	NA	NA	1.0	1.0
IGHV1-26*01__________IGHD2-6*01__________IGHJ2*01	NA	NA	NA	3.0	3.0
IGHV1-26*01__________IGHD2-6*01__________IGHJ3*01	NA	NA	NA	10.0	10.0
IGHV1-26*01__________IGHD2-6*01__________IGHJ4*01	NA	NA	NA	4.0	2.0
IGHV1-26*01__________IGHD2-7*01__________IGHJ1*03	NA	NA	NA	1.0	NA
IGHV1-26*01__________IGHD2-7*01__________IGHJ2*01	NA	NA	NA	12.0	20.0
IGHV1-26*01__________IGHD2-7*01__________IGHJ3*01	NA	NA	NA	9.0	7.0
IGHV1-26*01__________IGHD2-7*01__________IGHJ4*01	NA	NA	NA	2.0	2.0
IGHV1-26*01__________IGHD2-8*01__________IGHJ1*03	NA	NA	NA	1.0	NA
IGHV1-26*01__________IGHD2-8*01__________IGHJ2*01	NA	NA	NA	34.0	34.0
IGHV1-26*01__________IGHD2-8*01__________IGHJ2*02	NA	NA	NA	1.0	NA
IGHV1-26*01__________IGHD2-8*01__________IGHJ3*01	NA	NA	NA	34.0	28.0
IGHV1-26*01__________IGHD2-8*01__________IGHJ4*01	NA	NA	NA	505.0	513.0
IGHV1-26*01__________IGHD2-9*01__________IGHJ3*01	NA	NA	NA	11.0	8.0
IGHV1-26*01__________IGHD2-9*01__________IGHJ4*01	NA	NA	NA	1.0	2.0
IGHV1-26*01__________IGHD2-9*02__________IGHJ1*01	NA	NA	NA	1.0	2.0
IGHV1-26*01__________IGHD2-9*02__________IGHJ1*03	NA	NA	NA	10.0	9.0
IGHV1-26*01__________IGHD2-9*02__________IGHJ2*01	NA	NA	NA	22.0	28.0
IGHV1-26*01__________IGHD2-9*02__________IGHJ3*01	NA	NA	NA	259.0	265.0
IGHV1-26*01__________IGHD2-9*02__________IGHJ3*02	NA	NA	NA	NA	1.0
IGHV1-26*01__________IGHD2-9*02__________IGHJ4*01	NA	NA	NA	13.0	8.0
IGHV1-26*01__________IGHD3-2*01__________IGHJ2*01	NA	NA	NA	NA	1.0
IGHV1-26*01__________IGHD3-2*02__________IGHJ1*03	NA	NA	NA	1.0	1.0
IGHV1-26*01__________IGHD3-2*02__________IGHJ2*01	NA	NA	NA	6.0	5.0
IGHV1-26*01__________IGHD3-2*02__________IGHJ3*01	NA	NA	NA	12.0	3.0
IGHV1-26*01__________IGHD3-2*02__________IGHJ4*01	NA	NA	NA	4.0	2.0
IGHV1-26*01__________NA__________IGHJ1*01	NA	NA	NA	115.0	118.0
IGHV1-26*01__________NA__________IGHJ1*03	NA	NA	NA	2267.0	2124.0
IGHV1-26*01__________NA__________IGHJ2*01	NA	NA	NA	4098.0	3876.0
IGHV1-26*01__________NA__________IGHJ2*02	NA	NA	NA	42.0	44.0
IGHV1-26*01__________NA__________IGHJ2*03	NA	NA	NA	NA	1.0
IGHV1-26*01__________NA__________IGHJ3*01	NA	NA	NA	3122.0	2856.0
IGHV1-26*01__________NA__________IGHJ3*02	NA	NA	NA	15.0	15.0
IGHV1-26*01__________NA__________IGHJ4*01	NA	NA	NA	4815.0	4378.0
IGHV1-27*01__________IGHD1-1*01__________IGHJ4*01	NA	NA	NA	1.0	1.0
IGHV1-27*01__________IGHD2-14*01__________IGHJ1*01	NA	NA	NA	1.0	2.0
IGHV1-27*01__________IGHD2-14*01__________IGHJ3*01	NA	NA	NA	3.0	3.0
IGHV1-27*01__________IGHD2-14*01__________IGHJ3*02	NA	NA	NA	1.0	2.0
IGHV1-27*01__________IGHD2-3*01__________IGHJ3*01	NA	NA	NA	3.0	3.0
IGHV1-27*01__________IGHD2-3*01__________IGHJ4*01	NA	NA	NA	NA	3.0
IGHV1-27*01__________NA__________IGHJ2*01	NA	NA	NA	3.0	10.0
IGHV1-27*01__________NA__________IGHJ3*01	NA	NA	NA	15.0	13.0
IGHV1-27*01__________NA__________IGHJ4*01	NA	NA	NA	8.0	3.0
IGHV1-28*01__________NA__________IGHJ3*01	NA	NA	NA	8.0	NA
IGHV1-31*01__________IGHD1-1*01__________IGHJ1*03	NA	NA	NA	2.0	1.0
IGHV1-31*01__________IGHD1-1*01__________IGHJ2*01	NA	NA	NA	1.0	1.0
IGHV1-31*01__________IGHD1-1*01__________IGHJ4*01	NA	NA	NA	179.0	176.0
IGHV1-31*01__________IGHD2-6*01__________IGHJ3*01	NA	NA	NA	NA	2.0
IGHV1-31*01__________NA__________IGHJ1*03	NA	NA	NA	12.0	11.0
IGHV1-31*01__________NA__________IGHJ2*01	NA	NA	NA	23.0	27.0
IGHV1-31*01__________NA__________IGHJ3*01	NA	NA	NA	54.0	42.0
IGHV1-31*01__________NA__________IGHJ3*02	NA	NA	NA	NA	1.0
IGHV1-31*01__________NA__________IGHJ4*01	NA	NA	NA	11.0	23.0
IGHV1-32*01__________IGHD1-1*01__________IGHJ3*01	NA	NA	NA	3.0	3.0
IGHV1-32*01__________IGHD1-2*01__________IGHJ3*01	NA	NA	NA	1.0	4.0
IGHV1-32*01__________NA__________IGHJ2*01	NA	NA	NA	NA	1.0
IGHV1-32*01__________NA__________IGHJ3*01	NA	NA	NA	5.0	4.0
IGHV1-32*01__________NA__________IGHJ4*01	NA	NA	NA	NA	1.0
IGHV1-33*01__________IGHD1-1*01__________IGHJ2*01	NA	NA	NA	1.0	2.0
IGHV1-33*01__________IGHD1-1*01__________IGHJ3*01	NA	NA	NA	1.0	3.0
IGHV1-33*01__________IGHD1-1*01__________IGHJ4*01	NA	NA	NA	NA	1.0
IGHV1-33*01__________IGHD2-9*02__________IGHJ3*02	NA	NA	NA	1.0	NA
IGHV1-33*01__________NA__________IGHJ2*01	NA	NA	NA	8.0	1.0
IGHV1-33*01__________NA__________IGHJ3*01	NA	NA	NA	3.0	3.0
IGHV1-33*01__________NA__________IGHJ3*02	NA	NA	NA	NA	2.0
IGHV1-33*01__________NA__________IGHJ4*01	NA	NA	NA	8.0	4.0
IGHV1-34*01__________IGHD1-1*01__________IGHJ1*03	NA	NA	NA	3.0	6.0
IGHV1-34*01__________IGHD1-1*01__________IGHJ2*01	NA	NA	NA	22.0	28.0
IGHV1-34*01__________IGHD1-1*01__________IGHJ3*01	NA	NA	NA	18.0	19.0
IGHV1-34*01__________IGHD1-1*01__________IGHJ4*01	NA	NA	NA	74.0	62.0
IGHV1-34*01__________IGHD2-3*01__________IGHJ4*01	NA	NA	NA	NA	2.0
IGHV1-34*01__________IGHD2-6*01__________IGHJ3*01	NA	NA	NA	1.0	NA
IGHV1-34*01__________IGHD2-8*01__________IGHJ2*01	NA	NA	NA	1.0	NA
IGHV1-34*01__________IGHD2-8*01__________IGHJ3*01	NA	NA	NA	NA	1.0
IGHV1-34*01__________IGHD3-2*02__________IGHJ3*01	NA	NA	NA	1.0	NA
IGHV1-34*01__________NA__________IGHJ1*01	NA	NA	NA	55.0	45.0
IGHV1-34*01__________NA__________IGHJ1*03	NA	NA	NA	44.0	68.0
IGHV1-34*01__________NA__________IGHJ2*01	NA	NA	NA	82.0	85.0
IGHV1-34*01__________NA__________IGHJ3*01	NA	NA	NA	50.0	51.0
IGHV1-34*01__________NA__________IGHJ4*01	NA	NA	NA	105.0	101.0
IGHV1-34*02__________IGHD1-1*01__________IGHJ1*01	NA	NA	NA	4.0	5.0
IGHV1-34*02__________IGHD1-1*01__________IGHJ2*01	NA	NA	NA	12.0	6.0
IGHV1-34*02__________IGHD1-1*01__________IGHJ3*01	NA	NA	NA	1.0	1.0
IGHV1-34*02__________IGHD1-1*01__________IGHJ4*01	NA	NA	NA	3.0	9.0
IGHV1-34*02__________IGHD1-2*01__________IGHJ2*01	NA	NA	NA	8.0	3.0
IGHV1-34*02__________IGHD2-14*01__________IGHJ4*01	NA	NA	NA	3.0	1.0
IGHV1-34*02__________IGHD2-3*01__________IGHJ2*01	NA	NA	NA	NA	1.0
IGHV1-34*02__________IGHD2-3*01__________IGHJ4*01	NA	NA	NA	2.0	1.0
IGHV1-34*02__________IGHD2-8*01__________IGHJ2*01	NA	NA	NA	2.0	2.0
IGHV1-34*02__________IGHD2-8*01__________IGHJ4*01	NA	NA	NA	1.0	NA
IGHV1-34*02__________IGHD2-9*02__________IGHJ2*01	NA	NA	NA	1.0	1.0
IGHV1-34*02__________IGHD3-2*01__________IGHJ3*01	NA	NA	NA	2.0	1.0
IGHV1-34*02__________NA__________IGHJ1*01	NA	NA	NA	133.0	106.0
IGHV1-34*02__________NA__________IGHJ2*01	NA	NA	NA	383.0	338.0
IGHV1-34*02__________NA__________IGHJ2*02	NA	NA	NA	4.0	7.0
IGHV1-34*02__________NA__________IGHJ3*01	NA	NA	NA	79.0	56.0
IGHV1-34*02__________NA__________IGHJ4*01	NA	NA	NA	256.0	234.0
IGHV1-36*01__________IGHD1-1*01__________IGHJ1*03	NA	NA	NA	87.0	85.0
IGHV1-36*01__________IGHD1-1*01__________IGHJ2*01	NA	NA	NA	15.0	19.0
IGHV1-36*01__________IGHD1-1*01__________IGHJ3*01	NA	NA	NA	3.0	1.0
IGHV1-36*01__________IGHD1-1*01__________IGHJ4*01	NA	NA	NA	39.0	46.0
IGHV1-36*01__________IGHD2-6*01__________IGHJ3*01	NA	NA	NA	NA	1.0
IGHV1-36*01__________IGHD2-8*01__________IGHJ3*01	NA	NA	NA	2.0	7.0
IGHV1-36*01__________IGHD2-9*02__________IGHJ3*01	NA	NA	NA	1.0	1.0
IGHV1-36*01__________IGHD2-9*02__________IGHJ4*01	NA	NA	NA	2.0	1.0
IGHV1-36*01__________IGHD3-2*02__________IGHJ3*01	NA	NA	NA	1.0	1.0
IGHV1-36*01__________IGHD3-2*02__________IGHJ4*01	NA	NA	NA	NA	1.0
IGHV1-36*01__________NA__________IGHJ1*01	NA	NA	NA	1.0	NA
IGHV1-36*01__________NA__________IGHJ1*03	NA	NA	NA	85.0	76.0
IGHV1-36*01__________NA__________IGHJ2*01	NA	NA	NA	74.0	74.0
IGHV1-36*01__________NA__________IGHJ2*02	NA	NA	NA	2.0	NA
IGHV1-36*01__________NA__________IGHJ3*01	NA	NA	NA	110.0	131.0
IGHV1-36*01__________NA__________IGHJ3*02	NA	NA	NA	4.0	7.0
IGHV1-36*01__________NA__________IGHJ4*01	NA	NA	NA	195.0	191.0
IGHV1-37*01__________IGHD1-1*01__________IGHJ1*01	NA	NA	NA	3.0	NA
IGHV1-37*01__________IGHD1-1*01__________IGHJ2*01	NA	NA	NA	24.0	21.0
IGHV1-37*01__________IGHD1-1*01__________IGHJ3*01	NA	NA	NA	3.0	3.0
IGHV1-37*01__________IGHD1-1*01__________IGHJ4*01	NA	NA	NA	33.0	48.0
IGHV1-37*01__________IGHD1-2*01__________IGHJ3*01	NA	NA	NA	4.0	4.0
IGHV1-37*01__________IGHD2-11*02__________IGHJ2*01	NA	NA	NA	NA	1.0
IGHV1-37*01__________IGHD2-14*01__________IGHJ4*01	NA	NA	NA	2.0	1.0
IGHV1-37*01__________IGHD2-3*01__________IGHJ2*01	NA	NA	NA	NA	1.0
IGHV1-37*01__________IGHD2-3*01__________IGHJ4*01	NA	NA	NA	3.0	6.0
IGHV1-37*01__________IGHD2-8*01__________IGHJ2*01	NA	NA	NA	1.0	NA
IGHV1-37*01__________IGHD2-8*01__________IGHJ3*01	NA	NA	NA	2.0	NA
IGHV1-37*01__________IGHD2-9*01__________IGHJ4*01	NA	NA	NA	1.0	NA
IGHV1-37*01__________IGHD2-9*02__________IGHJ2*01	NA	NA	NA	18.0	14.0
IGHV1-37*01__________NA__________IGHJ1*01	NA	NA	NA	25.0	28.0
IGHV1-37*01__________NA__________IGHJ1*03	NA	NA	NA	14.0	9.0
IGHV1-37*01__________NA__________IGHJ2*01	NA	NA	NA	63.0	65.0
IGHV1-37*01__________NA__________IGHJ2*02	NA	NA	NA	NA	1.0
IGHV1-37*01__________NA__________IGHJ3*01	NA	NA	NA	76.0	89.0
IGHV1-37*01__________NA__________IGHJ3*02	NA	NA	NA	2.0	NA
IGHV1-37*01__________NA__________IGHJ4*01	NA	NA	NA	96.0	115.0
IGHV1-38*01__________IGHD1-1*01__________IGHJ1*03	NA	NA	NA	1.0	1.0
IGHV1-38*01__________IGHD1-1*01__________IGHJ2*01	NA	NA	NA	2.0	1.0
IGHV1-38*01__________IGHD1-1*01__________IGHJ3*01	NA	NA	NA	1.0	3.0
IGHV1-38*01__________IGHD1-2*01__________IGHJ4*01	NA	NA	NA	NA	1.0
IGHV1-38*01__________IGHD2-3*01__________IGHJ4*01	NA	NA	NA	2.0	NA
IGHV1-38*01__________NA__________IGHJ1*03	NA	NA	NA	2.0	1.0
IGHV1-38*01__________NA__________IGHJ2*01	NA	NA	NA	5.0	9.0
IGHV1-38*01__________NA__________IGHJ3*01	NA	NA	NA	6.0	9.0
IGHV1-38*01__________NA__________IGHJ4*01	NA	NA	NA	2.0	4.0
IGHV1-39*01__________IGHD1-1*01__________IGHJ1*03	NA	NA	NA	77.0	67.0
IGHV1-39*01__________IGHD1-1*01__________IGHJ2*01	NA	NA	NA	109.0	111.0
IGHV1-39*01__________IGHD1-1*01__________IGHJ3*01	NA	NA	NA	17.0	19.0
IGHV1-39*01__________IGHD1-1*01__________IGHJ4*01	NA	NA	NA	125.0	136.0
IGHV1-39*01__________IGHD1-2*01__________IGHJ2*01	NA	NA	NA	6.0	3.0
IGHV1-39*01__________IGHD1-2*01__________IGHJ3*01	NA	NA	NA	NA	1.0
IGHV1-39*01__________IGHD2-3*01__________IGHJ4*01	NA	NA	NA	9.0	4.0
IGHV1-39*01__________IGHD2-6*01__________IGHJ2*01	NA	NA	NA	2.0	NA
IGHV1-39*01__________IGHD2-6*01__________IGHJ4*01	NA	NA	NA	2.0	3.0
IGHV1-39*01__________IGHD2-8*01__________IGHJ3*01	NA	NA	NA	1.0	1.0
IGHV1-39*01__________IGHD2-8*01__________IGHJ4*01	NA	NA	NA	2.0	1.0
IGHV1-39*01__________IGHD2-9*02__________IGHJ3*01	NA	NA	NA	NA	2.0
IGHV1-39*01__________IGHD2-9*02__________IGHJ4*01	NA	NA	NA	5.0	5.0
IGHV1-39*01__________IGHD3-2*02__________IGHJ2*01	NA	NA	NA	1.0	1.0
IGHV1-39*01__________IGHD3-2*02__________IGHJ3*01	NA	NA	NA	13.0	12.0
IGHV1-39*01__________IGHD3-2*02__________IGHJ4*01	NA	NA	NA	13.0	8.0
IGHV1-39*01__________NA__________IGHJ1*01	NA	NA	NA	7.0	7.0
IGHV1-39*01__________NA__________IGHJ1*03	NA	NA	NA	103.0	99.0
IGHV1-39*01__________NA__________IGHJ2*01	NA	NA	NA	625.0	584.0
IGHV1-39*01__________NA__________IGHJ2*03	NA	NA	NA	1.0	NA
IGHV1-39*01__________NA__________IGHJ3*01	NA	NA	NA	570.0	577.0
IGHV1-39*01__________NA__________IGHJ3*02	NA	NA	NA	2.0	4.0
IGHV1-39*01__________NA__________IGHJ4*01	NA	NA	NA	464.0	450.0
IGHV1-4*01__________IGHD1-1*01__________IGHJ1*01	NA	NA	NA	4.0	3.0
IGHV1-4*01__________IGHD1-1*01__________IGHJ1*03	NA	NA	NA	1.0	3.0
IGHV1-4*01__________IGHD1-1*01__________IGHJ2*01	NA	NA	NA	32.0	37.0
IGHV1-4*01__________IGHD1-1*01__________IGHJ3*01	NA	NA	NA	55.0	46.0
IGHV1-4*01__________IGHD1-1*01__________IGHJ4*01	NA	NA	NA	48.0	38.0
IGHV1-4*01__________IGHD2-14*01__________IGHJ3*01	NA	NA	NA	1.0	NA
IGHV1-4*01__________IGHD2-3*01__________IGHJ3*01	NA	NA	NA	3.0	3.0
IGHV1-4*01__________IGHD2-7*01__________IGHJ1*03	NA	NA	NA	NA	1.0
IGHV1-4*01__________IGHD2-7*01__________IGHJ3*01	NA	NA	NA	NA	1.0
IGHV1-4*01__________IGHD2-8*01__________IGHJ1*03	NA	NA	NA	4.0	NA
IGHV1-4*01__________IGHD2-9*02__________IGHJ2*01	NA	NA	NA	11.0	19.0
IGHV1-4*01__________IGHD2-9*02__________IGHJ3*01	NA	NA	NA	2.0	1.0
IGHV1-4*01__________IGHD3-1*01__________IGHJ4*01	NA	NA	NA	20.0	21.0
IGHV1-4*01__________NA__________IGHJ1*01	NA	NA	NA	4.0	5.0
IGHV1-4*01__________NA__________IGHJ1*03	NA	NA	NA	39.0	42.0
IGHV1-4*01__________NA__________IGHJ2*01	NA	NA	NA	699.0	695.0
IGHV1-4*01__________NA__________IGHJ2*02	NA	NA	NA	1.0	1.0
IGHV1-4*01__________NA__________IGHJ3*01	NA	NA	NA	65.0	49.0
IGHV1-4*01__________NA__________IGHJ4*01	NA	NA	NA	144.0	142.0
IGHV1-4*02__________IGHD1-1*01__________IGHJ2*01	NA	NA	NA	8.0	7.0
IGHV1-4*02__________IGHD1-1*01__________IGHJ3*01	NA	NA	NA	20.0	24.0
IGHV1-4*02__________IGHD1-1*01__________IGHJ4*01	NA	NA	NA	NA	1.0
IGHV1-4*02__________IGHD2-11*02__________IGHJ3*01	NA	NA	NA	NA	1.0
IGHV1-4*02__________IGHD2-3*01__________IGHJ3*01	NA	NA	NA	3.0	2.0
IGHV1-4*02__________IGHD2-8*01__________IGHJ4*01	NA	NA	NA	2.0	3.0
IGHV1-4*02__________IGHD3-2*01__________IGHJ3*01	NA	NA	NA	3.0	NA
IGHV1-4*02__________NA__________IGHJ1*01	NA	NA	NA	16.0	8.0
IGHV1-4*02__________NA__________IGHJ2*01	NA	NA	NA	46.0	51.0
IGHV1-4*02__________NA__________IGHJ3*01	NA	NA	NA	88.0	69.0
IGHV1-4*02__________NA__________IGHJ4*01	NA	NA	NA	80.0	72.0
IGHV1-40*01__________NA__________IGHJ2*01	NA	NA	NA	2.0	NA
IGHV1-42*01__________IGHD1-1*01__________IGHJ1*01	NA	NA	NA	1.0	4.0
IGHV1-42*01__________IGHD1-1*01__________IGHJ1*03	NA	NA	NA	77.0	49.0
IGHV1-42*01__________IGHD1-1*01__________IGHJ2*01	NA	NA	NA	101.0	95.0
IGHV1-42*01__________IGHD1-1*01__________IGHJ3*01	NA	NA	NA	3.0	3.0
IGHV1-42*01__________IGHD1-1*01__________IGHJ4*01	NA	NA	NA	56.0	53.0
IGHV1-42*01__________IGHD1-1*02__________IGHJ2*01	NA	NA	NA	2.0	2.0
IGHV1-42*01__________IGHD2-3*01__________IGHJ3*01	NA	NA	NA	NA	1.0
IGHV1-42*01__________IGHD2-3*01__________IGHJ4*01	NA	NA	NA	1.0	NA
IGHV1-42*01__________IGHD2-6*01__________IGHJ3*01	NA	NA	NA	NA	1.0
IGHV1-42*01__________IGHD2-8*01__________IGHJ4*01	NA	NA	NA	1.0	NA
IGHV1-42*01__________IGHD2-9*01__________IGHJ3*01	NA	NA	NA	1.0	1.0
IGHV1-42*01__________IGHD2-9*02__________IGHJ2*01	NA	NA	NA	1.0	NA
IGHV1-42*01__________IGHD2-9*02__________IGHJ3*01	NA	NA	NA	2.0	1.0
IGHV1-42*01__________IGHD2-9*02__________IGHJ4*01	NA	NA	NA	25.0	22.0
IGHV1-42*01__________IGHD3-2*02__________IGHJ2*01	NA	NA	NA	1.0	NA
IGHV1-42*01__________NA__________IGHJ1*01	NA	NA	NA	3.0	4.0
IGHV1-42*01__________NA__________IGHJ1*03	NA	NA	NA	64.0	44.0
IGHV1-42*01__________NA__________IGHJ2*01	NA	NA	NA	353.0	327.0
IGHV1-42*01__________NA__________IGHJ3*01	NA	NA	NA	53.0	53.0
IGHV1-42*01__________NA__________IGHJ4*01	NA	NA	NA	194.0	187.0
IGHV1-43*01__________IGHD1-1*01__________IGHJ1*01	NA	NA	NA	1.0	NA
IGHV1-43*01__________IGHD1-1*01__________IGHJ1*03	NA	NA	NA	1.0	NA
IGHV1-43*01__________IGHD1-1*01__________IGHJ3*01	NA	NA	NA	1.0	NA
IGHV1-43*01__________IGHD1-1*01__________IGHJ4*01	NA	NA	NA	1.0	3.0
IGHV1-43*01__________NA__________IGHJ1*03	NA	NA	NA	5.0	2.0
IGHV1-43*01__________NA__________IGHJ2*01	NA	NA	NA	11.0	7.0
IGHV1-43*01__________NA__________IGHJ3*01	NA	NA	NA	12.0	11.0
