	V	D	J	N152	IAVI84
3775	IGHV3-48*02	IGHD6-19*01	IGHJ4*03	1.0	NA
3776	IGHV3-48*02	NA	IGHJ1*01	2.0	NA
3777	IGHV3-48*02	NA	IGHJ3*01	2.0	NA
3778	IGHV3-48*02	NA	IGHJ3*02	30.0	NA
3779	IGHV3-48*02	NA	IGHJ4*01	1.0	NA
3780	IGHV3-48*02	NA	IGHJ4*02	1147.0	NA
3781	IGHV3-48*02	NA	IGHJ4*03	42.0	NA
3782	IGHV3-48*02	NA	IGHJ5*01	16.0	NA
3783	IGHV3-48*02	NA	IGHJ5*02	727.0	NA
3784	IGHV3-48*02	NA	IGHJ6*02	18.0	NA
3785	IGHV3-48*02	NA	IGHJ6*03	137.0	NA
3786	IGHV3-48*02	NA	IGHJ6*04	1.0	NA
3787	IGHV3-48*03	IGHD2-15*01	IGHJ1*01	7.0	NA
3788	IGHV3-48*03	IGHD2-15*01	IGHJ3*02	6.0	NA
3789	IGHV3-48*03	IGHD2-15*01	IGHJ4*02	33.0	NA
3790	IGHV3-48*03	IGHD2-15*01	IGHJ4*03	2.0	NA
3791	IGHV3-48*03	IGHD2-2*02	IGHJ4*02	1.0	NA
3792	IGHV3-48*03	IGHD2-21*02	IGHJ4*02	1.0	NA
3793	IGHV3-48*03	IGHD2-8*02	IGHJ1*01	1.0	NA
3794	IGHV3-48*03	IGHD2-8*02	IGHJ4*02	8.0	NA
3795	IGHV3-48*03	IGHD2-8*02	IGHJ4*03	3.0	NA
3796	IGHV3-48*03	IGHD2-8*02	IGHJ5*02	1.0	NA
3797	IGHV3-48*03	IGHD3-10*01	IGHJ4*02	11.0	NA
3798	IGHV3-48*03	IGHD3-22*01	IGHJ3*01	113.0	NA
3799	IGHV3-48*03	IGHD3-22*01	IGHJ4*02	2.0	NA
3800	IGHV3-48*03	IGHD3-3*01	IGHJ4*02	4.0	NA
3801	IGHV3-48*03	IGHD3-3*02	IGHJ4*01	1.0	NA
3802	IGHV3-48*03	IGHD3-3*02	IGHJ4*02	36.0	NA
3803	IGHV3-48*03	IGHD6-13*01	IGHJ4*02	1.0	NA
3804	IGHV3-48*03	NA	IGHJ1*01	6.0	NA
3805	IGHV3-48*03	NA	IGHJ2*01	505.0	NA
3806	IGHV3-48*03	NA	IGHJ3*01	27.0	NA
3807	IGHV3-48*03	NA	IGHJ3*02	23.0	NA
3808	IGHV3-48*03	NA	IGHJ4*02	98.0	NA
3809	IGHV3-48*03	NA	IGHJ4*03	3.0	NA
3810	IGHV3-48*03	NA	IGHJ5*01	1.0	NA
3811	IGHV3-48*03	NA	IGHJ5*02	19.0	NA
3812	IGHV3-48*03	NA	IGHJ6*01	12.0	NA
3813	IGHV3-48*03	NA	IGHJ6*02	4.0	NA
3814	IGHV3-48*03	NA	IGHJ6*03	7.0	NA
3815	IGHV3-48*03	NA	IGHJ6*04	107.0	NA
3816	IGHV3-48*04	IGHD1-26*01	IGHJ1*01	1.0	NA
3817	IGHV3-48*04	IGHD1-26*01	IGHJ3*02	4.0	NA
3818	IGHV3-48*04	IGHD1-26*01	IGHJ4*02	10.0	NA
3819	IGHV3-48*04	IGHD1-26*01	IGHJ6*02	2.0	NA
3820	IGHV3-48*04	IGHD2-15*01	IGHJ2*01	2.0	NA
3821	IGHV3-48*04	IGHD2-15*01	IGHJ3*01	374.0	NA
3822	IGHV3-48*04	IGHD2-15*01	IGHJ3*02	521.0	NA
3823	IGHV3-48*04	IGHD2-15*01	IGHJ4*02	60.0	NA
3824	IGHV3-48*04	IGHD2-15*01	IGHJ4*03	4.0	NA
3825	IGHV3-48*04	IGHD2-15*01	IGHJ5*02	9.0	NA
3826	IGHV3-48*04	IGHD2-15*01	IGHJ6*01	1.0	NA
3827	IGHV3-48*04	IGHD2-15*01	IGHJ6*02	36.0	NA
3828	IGHV3-48*04	IGHD2-2*02	IGHJ6*04	1.0	NA
3829	IGHV3-48*04	IGHD2-2*03	IGHJ3*02	31.0	NA
3830	IGHV3-48*04	IGHD2-2*03	IGHJ4*02	17.0	NA
3831	IGHV3-48*04	IGHD2-2*03	IGHJ4*03	13.0	NA
3832	IGHV3-48*04	IGHD2-2*03	IGHJ5*02	7.0	NA
3833	IGHV3-48*04	IGHD2-2*03	IGHJ6*02	34.0	NA
3834	IGHV3-48*04	IGHD2-21*01	IGHJ3*02	135.0	NA
3835	IGHV3-48*04	IGHD2-21*01	IGHJ6*02	1.0	NA
3836	IGHV3-48*04	IGHD2-21*02	IGHJ1*01	28.0	NA
3837	IGHV3-48*04	IGHD2-21*02	IGHJ2*01	1.0	NA
3838	IGHV3-48*04	IGHD2-21*02	IGHJ4*02	17.0	NA
3839	IGHV3-48*04	IGHD2-21*02	IGHJ5*02	4.0	NA
3840	IGHV3-48*04	IGHD2-8*02	IGHJ4*02	1.0	NA
3841	IGHV3-48*04	IGHD3-10*01	IGHJ2*01	39.0	NA
3842	IGHV3-48*04	IGHD3-10*01	IGHJ3*01	23.0	NA
3843	IGHV3-48*04	IGHD3-10*01	IGHJ3*02	28.0	NA
3844	IGHV3-48*04	IGHD3-10*01	IGHJ4*02	234.0	NA
3845	IGHV3-48*04	IGHD3-10*01	IGHJ4*03	11.0	NA
3846	IGHV3-48*04	IGHD3-10*01	IGHJ5*02	39.0	NA
3847	IGHV3-48*04	IGHD3-10*01	IGHJ6*02	43.0	NA
3848	IGHV3-48*04	IGHD3-10*01	IGHJ6*04	4.0	NA
3849	IGHV3-48*04	IGHD3-10*02	IGHJ3*02	1.0	NA
3850	IGHV3-48*04	IGHD3-10*02	IGHJ4*02	13.0	NA
3851	IGHV3-48*04	IGHD3-10*02	IGHJ5*02	1.0	NA
3852	IGHV3-48*04	IGHD3-16*02	IGHJ3*02	1.0	NA
3853	IGHV3-48*04	IGHD3-16*02	IGHJ4*02	65.0	NA
3854	IGHV3-48*04	IGHD3-16*02	IGHJ4*03	2.0	NA
3855	IGHV3-48*04	IGHD3-16*02	IGHJ5*02	2.0	NA
3856	IGHV3-48*04	IGHD3-16*02	IGHJ6*02	10.0	NA
3857	IGHV3-48*04	IGHD3-22*01	IGHJ1*01	19.0	NA
3858	IGHV3-48*04	IGHD3-22*01	IGHJ2*01	110.0	NA
3859	IGHV3-48*04	IGHD3-22*01	IGHJ3*01	6.0	NA
3860	IGHV3-48*04	IGHD3-22*01	IGHJ3*02	62.0	NA
3861	IGHV3-48*04	IGHD3-22*01	IGHJ4*02	393.0	NA
3862	IGHV3-48*04	IGHD3-22*01	IGHJ4*03	6.0	NA
3863	IGHV3-48*04	IGHD3-22*01	IGHJ5*02	48.0	NA
3864	IGHV3-48*04	IGHD3-22*01	IGHJ6*02	43.0	NA
3865	IGHV3-48*04	IGHD3-22*01	IGHJ6*03	1.0	NA
3866	IGHV3-48*04	IGHD3-22*01	IGHJ6*04	5.0	NA
3867	IGHV3-48*04	IGHD3-3*01	IGHJ3*02	5.0	NA
3868	IGHV3-48*04	IGHD3-3*01	IGHJ4*02	4.0	NA
3869	IGHV3-48*04	IGHD3-3*01	IGHJ6*04	1.0	NA
3870	IGHV3-48*04	IGHD3-3*02	IGHJ5*02	1.0	NA
3871	IGHV3-48*04	IGHD3-9*01	IGHJ2*01	6.0	NA
3872	IGHV3-48*04	IGHD3-9*01	IGHJ3*02	32.0	NA
3873	IGHV3-48*04	IGHD3-9*01	IGHJ4*02	98.0	NA
3874	IGHV3-48*04	IGHD3-9*01	IGHJ4*03	11.0	NA
3875	IGHV3-48*04	IGHD3-9*01	IGHJ5*02	2.0	NA
3876	IGHV3-48*04	IGHD3-9*01	IGHJ6*02	19.0	NA
3877	IGHV3-48*04	IGHD3-9*01	IGHJ6*03	1.0	NA
3878	IGHV3-48*04	IGHD4-17*01	IGHJ4*02	8.0	NA
3879	IGHV3-48*04	IGHD4-17*01	IGHJ4*03	1.0	NA
3880	IGHV3-48*04	IGHD4-17*01	IGHJ5*02	1.0	NA
3881	IGHV3-48*04	IGHD4-17*01	IGHJ6*02	1.0	NA
3882	IGHV3-48*04	IGHD4-23*01	IGHJ3*02	23.0	NA
3883	IGHV3-48*04	IGHD5-12*01	IGHJ3*02	1.0	NA
3884	IGHV3-48*04	IGHD5-12*01	IGHJ4*02	38.0	NA
3885	IGHV3-48*04	IGHD5-12*01	IGHJ4*03	1.0	NA
3886	IGHV3-48*04	IGHD5-12*01	IGHJ5*02	1.0	NA
3887	IGHV3-48*04	IGHD5-12*01	IGHJ6*02	1.0	NA
3888	IGHV3-48*04	IGHD5-24*01	IGHJ4*02	5.0	NA
3889	IGHV3-48*04	IGHD5-5*01	IGHJ4*02	245.0	NA
3890	IGHV3-48*04	IGHD5-5*01	IGHJ4*03	19.0	NA
3891	IGHV3-48*04	IGHD5-5*01	IGHJ5*02	2.0	NA
3892	IGHV3-48*04	IGHD5-5*01	IGHJ6*02	1.0	NA
3893	IGHV3-48*04	IGHD5/OR15-5b*01	IGHJ4*02	1.0	NA
3894	IGHV3-48*04	IGHD6-13*01	IGHJ3*02	1.0	NA
3895	IGHV3-48*04	IGHD6-13*01	IGHJ4*02	51.0	NA
3896	IGHV3-48*04	IGHD6-13*01	IGHJ4*03	10.0	NA
3897	IGHV3-48*04	IGHD6-13*01	IGHJ5*02	2012.0	NA
3898	IGHV3-48*04	IGHD6-13*01	IGHJ6*01	1.0	NA
3899	IGHV3-48*04	IGHD6-13*01	IGHJ6*02	8.0	NA
3900	IGHV3-48*04	IGHD6-13*01	IGHJ6*04	1.0	NA
3901	IGHV3-48*04	IGHD6-19*01	IGHJ2*01	2.0	NA
3902	IGHV3-48*04	IGHD6-19*01	IGHJ3*01	1.0	NA
3903	IGHV3-48*04	IGHD6-19*01	IGHJ3*02	22.0	NA
3904	IGHV3-48*04	IGHD6-19*01	IGHJ4*02	37.0	NA
3905	IGHV3-48*04	IGHD6-19*01	IGHJ5*02	8.0	NA
3906	IGHV3-48*04	IGHD6-19*01	IGHJ6*02	57.0	NA
3907	IGHV3-48*04	IGHD6-19*01	IGHJ6*04	7.0	NA
3908	IGHV3-48*04	IGHD6-6*01	IGHJ4*02	1.0	NA
3909	IGHV3-48*04	NA	IGHJ1*01	82.0	NA
3910	IGHV3-48*04	NA	IGHJ2*01	190.0	NA
3911	IGHV3-48*04	NA	IGHJ3*01	187.0	NA
3912	IGHV3-48*04	NA	IGHJ3*02	812.0	NA
3913	IGHV3-48*04	NA	IGHJ4*01	42.0	NA
3914	IGHV3-48*04	NA	IGHJ4*02	4423.0	NA
3915	IGHV3-48*04	NA	IGHJ4*03	204.0	NA
3916	IGHV3-48*04	NA	IGHJ5*01	12.0	NA
3917	IGHV3-48*04	NA	IGHJ5*02	977.0	NA
3918	IGHV3-48*04	NA	IGHJ6*01	151.0	NA
3919	IGHV3-48*04	NA	IGHJ6*02	745.0	NA
3920	IGHV3-48*04	NA	IGHJ6*03	422.0	NA
3921	IGHV3-48*04	NA	IGHJ6*04	64.0	NA
3922	IGHV3-49*01	IGHD2-21*02	IGHJ1*01	5.0	NA
3923	IGHV3-49*02	NA	IGHJ3*02	84.0	NA
3924	IGHV3-49*03	NA	IGHJ2*01	16.0	NA
3925	IGHV3-49*03	NA	IGHJ6*03	8.0	NA
3926	IGHV3-49*04	IGHD1-26*01	IGHJ4*02	21.0	NA
3927	IGHV3-49*04	IGHD1-26*01	IGHJ4*03	3.0	NA
3928	IGHV3-49*04	IGHD1-26*01	IGHJ6*03	1.0	NA
3929	IGHV3-49*04	IGHD1-7*01	IGHJ4*02	1.0	NA
3930	IGHV3-49*04	IGHD1/OR15-1b*01	IGHJ5*02	1.0	NA
3931	IGHV3-49*04	IGHD2-15*01	IGHJ3*02	2.0	NA
3932	IGHV3-49*04	IGHD2-15*01	IGHJ4*02	17.0	NA
3933	IGHV3-49*04	IGHD2-15*01	IGHJ4*03	2.0	NA
3934	IGHV3-49*04	IGHD2-15*01	IGHJ5*02	15.0	NA
3935	IGHV3-49*04	IGHD2-2*01	IGHJ5*02	3.0	NA
3936	IGHV3-49*04	IGHD2-2*02	IGHJ6*03	2.0	NA
3937	IGHV3-49*04	IGHD2-2*03	IGHJ4*02	4.0	NA
3938	IGHV3-49*04	IGHD2-2*03	IGHJ6*02	1.0	NA
3939	IGHV3-49*04	IGHD2-2*03	IGHJ6*03	7.0	NA
3940	IGHV3-49*04	IGHD2-21*01	IGHJ4*02	3.0	NA
3941	IGHV3-49*04	IGHD2-21*02	IGHJ1*01	64.0	NA
3942	IGHV3-49*04	IGHD2-21*02	IGHJ6*02	1.0	NA
3943	IGHV3-49*04	IGHD2-8*02	IGHJ4*02	1.0	NA
3944	IGHV3-49*04	IGHD3-10*01	IGHJ1*01	5.0	NA
3945	IGHV3-49*04	IGHD3-10*01	IGHJ2*01	1.0	NA
3946	IGHV3-49*04	IGHD3-10*01	IGHJ3*01	3.0	NA
3947	IGHV3-49*04	IGHD3-10*01	IGHJ3*02	3.0	NA
3948	IGHV3-49*04	IGHD3-10*01	IGHJ4*02	234.0	NA
3949	IGHV3-49*04	IGHD3-10*01	IGHJ4*03	5.0	NA
3950	IGHV3-49*04	IGHD3-10*01	IGHJ5*01	2.0	NA
3951	IGHV3-49*04	IGHD3-10*01	IGHJ5*02	45.0	NA
3952	IGHV3-49*04	IGHD3-10*01	IGHJ6*02	3.0	NA
3953	IGHV3-49*04	IGHD3-10*01	IGHJ6*04	1.0	NA
3954	IGHV3-49*04	IGHD3-10*02	IGHJ4*02	8.0	NA
3955	IGHV3-49*04	IGHD3-10*02	IGHJ4*03	1.0	NA
3956	IGHV3-49*04	IGHD3-10*02	IGHJ5*02	2.0	NA
3957	IGHV3-49*04	IGHD3-16*02	IGHJ4*02	19.0	NA
3958	IGHV3-49*04	IGHD3-16*02	IGHJ6*02	7.0	NA
3959	IGHV3-49*04	IGHD3-22*01	IGHJ1*01	1.0	NA
3960	IGHV3-49*04	IGHD3-22*01	IGHJ2*01	5.0	NA
3961	IGHV3-49*04	IGHD3-22*01	IGHJ3*01	4.0	NA
3962	IGHV3-49*04	IGHD3-22*01	IGHJ3*02	9.0	NA
3963	IGHV3-49*04	IGHD3-22*01	IGHJ4*01	2.0	NA
3964	IGHV3-49*04	IGHD3-22*01	IGHJ4*02	117.0	NA
3965	IGHV3-49*04	IGHD3-22*01	IGHJ4*03	18.0	NA
3966	IGHV3-49*04	IGHD3-22*01	IGHJ5*01	1.0	NA
3967	IGHV3-49*04	IGHD3-22*01	IGHJ5*02	12.0	NA
3968	IGHV3-49*04	IGHD3-22*01	IGHJ6*03	2.0	NA
3969	IGHV3-49*04	IGHD3-3*01	IGHJ2*01	1.0	NA
3970	IGHV3-49*04	IGHD3-3*01	IGHJ4*02	32.0	NA
3971	IGHV3-49*04	IGHD3-3*01	IGHJ4*03	1.0	NA
3972	IGHV3-49*04	IGHD3-3*01	IGHJ5*02	4.0	NA
3973	IGHV3-49*04	IGHD3-3*01	IGHJ6*03	2.0	NA
3974	IGHV3-49*04	IGHD3-3*02	IGHJ4*02	9.0	NA
3975	IGHV3-49*04	IGHD3-9*01	IGHJ2*01	6.0	NA
3976	IGHV3-49*04	IGHD3-9*01	IGHJ4*02	42.0	NA
3977	IGHV3-49*04	IGHD3-9*01	IGHJ4*03	1.0	NA
3978	IGHV3-49*04	IGHD3-9*01	IGHJ5*02	3.0	NA
3979	IGHV3-49*04	IGHD3-9*01	IGHJ6*03	1.0	NA
3980	IGHV3-49*04	IGHD3/OR15-3b*01	IGHJ5*02	3.0	NA
3981	IGHV3-49*04	IGHD4-17*01	IGHJ1*01	2.0	NA
3982	IGHV3-49*04	IGHD4-17*01	IGHJ3*02	1.0	NA
3983	IGHV3-49*04	IGHD4-17*01	IGHJ5*02	1.0	NA
3984	IGHV3-49*04	IGHD4-17*01	IGHJ6*03	13.0	NA
3985	IGHV3-49*04	IGHD4-4*01	IGHJ6*03	2.0	NA
3986	IGHV3-49*04	IGHD5-12*01	IGHJ4*02	1.0	NA
3987	IGHV3-49*04	IGHD5-12*01	IGHJ5*02	2.0	NA
3988	IGHV3-49*04	IGHD5-24*01	IGHJ4*02	94.0	NA
3989	IGHV3-49*04	IGHD5-24*01	IGHJ5*02	6.0	NA
3990	IGHV3-49*04	IGHD5-5*01	IGHJ4*02	1.0	NA
3991	IGHV3-49*04	IGHD6-13*01	IGHJ4*02	28.0	NA
3992	IGHV3-49*04	IGHD6-13*01	IGHJ4*03	1.0	NA
3993	IGHV3-49*04	IGHD6-13*01	IGHJ5*02	25.0	NA
3994	IGHV3-49*04	IGHD6-13*01	IGHJ6*04	1.0	NA
3995	IGHV3-49*04	IGHD6-19*01	IGHJ1*01	33.0	NA
3996	IGHV3-49*04	IGHD6-19*01	IGHJ3*02	1.0	NA
3997	IGHV3-49*04	IGHD6-19*01	IGHJ4*02	27.0	NA
3998	IGHV3-49*04	IGHD6-19*01	IGHJ6*02	1.0	NA
3999	IGHV3-49*04	NA	IGHJ1*01	72.0	NA
4000	IGHV3-49*04	NA	IGHJ2*01	97.0	NA
4001	IGHV3-49*04	NA	IGHJ3*01	1.0	NA
4002	IGHV3-49*04	NA	IGHJ3*02	112.0	NA
4003	IGHV3-49*04	NA	IGHJ4*01	2.0	NA
4004	IGHV3-49*04	NA	IGHJ4*02	3727.0	NA
4005	IGHV3-49*04	NA	IGHJ4*03	127.0	NA
4006	IGHV3-49*04	NA	IGHJ5*01	4.0	NA
4007	IGHV3-49*04	NA	IGHJ5*02	1674.0	NA
4008	IGHV3-49*04	NA	IGHJ6*01	25.0	NA
4009	IGHV3-49*04	NA	IGHJ6*02	49.0	NA
4010	IGHV3-49*04	NA	IGHJ6*03	343.0	NA
4011	IGHV3-49*04	NA	IGHJ6*04	4.0	NA
4012	IGHV3-49*05	IGHD3-10*01	IGHJ4*02	1.0	NA
4013	IGHV3-49*05	IGHD3-10*01	IGHJ5*02	3.0	NA
4014	IGHV3-49*05	IGHD3-3*01	IGHJ4*02	29.0	NA
4015	IGHV3-49*05	IGHD5-24*01	IGHJ4*02	1.0	NA
4016	IGHV3-49*05	IGHD6-13*01	IGHJ5*02	1.0	NA
4017	IGHV3-49*05	IGHD6-19*01	IGHJ1*01	2.0	NA
4018	IGHV3-49*05	IGHD6-19*01	IGHJ6*04	1.0	NA
4019	IGHV3-49*05	NA	IGHJ2*01	2.0	NA
4020	IGHV3-49*05	NA	IGHJ3*02	2.0	NA
4021	IGHV3-49*05	NA	IGHJ4*02	9.0	NA
4022	IGHV3-49*05	NA	IGHJ5*02	6.0	NA
4023	IGHV3-49*05	NA	IGHJ6*03	1.0	NA
4024	IGHV3-52*01	IGHD2-15*01	IGHJ4*02	3.0	NA
4025	IGHV3-52*01	IGHD2-21*01	IGHJ3*02	1.0	NA
4026	IGHV3-52*01	IGHD3-10*01	IGHJ5*02	1.0	NA
4027	IGHV3-52*01	IGHD3-22*01	IGHJ4*02	1.0	NA
4028	IGHV3-52*01	IGHD6-13*01	IGHJ4*02	1.0	NA
4029	IGHV3-52*01	IGHD6-19*01	IGHJ4*02	1.0	NA
4030	IGHV3-52*01	NA	IGHJ1*01	2.0	NA
4031	IGHV3-52*01	NA	IGHJ4*02	178.0	NA
4032	IGHV3-52*01	NA	IGHJ4*03	5.0	NA
4033	IGHV3-52*01	NA	IGHJ5*01	1.0	NA
4034	IGHV3-52*01	NA	IGHJ5*02	23.0	NA
4035	IGHV3-52*01	NA	IGHJ6*02	16.0	NA
4036	IGHV3-52*01	NA	IGHJ6*04	1.0	NA
4037	IGHV3-52*03	NA	IGHJ5*02	1.0	NA
4038	IGHV3-53*01	IGHD2-15*01	IGHJ4*02	1.0	NA
4039	IGHV3-53*01	IGHD2-21*02	IGHJ4*02	1.0	NA
4040	IGHV3-53*01	IGHD3-10*01	IGHJ3*02	1.0	NA
4041	IGHV3-53*01	IGHD3-10*01	IGHJ4*02	17.0	NA
4042	IGHV3-53*01	IGHD3-10*01	IGHJ4*03	1.0	NA
4043	IGHV3-53*01	IGHD3-10*01	IGHJ5*02	5.0	NA
4044	IGHV3-53*01	IGHD3-10*01	IGHJ6*02	1.0	NA
4045	IGHV3-53*01	IGHD3-10*02	IGHJ4*02	1.0	NA
4046	IGHV3-53*01	IGHD3-22*01	IGHJ4*02	2.0	NA
4047	IGHV3-53*01	IGHD3-3*01	IGHJ4*02	1.0	NA
4048	IGHV3-53*01	IGHD3-9*01	IGHJ3*02	1.0	NA
4049	IGHV3-53*01	IGHD3-9*01	IGHJ4*02	1.0	NA
4050	IGHV3-53*01	IGHD3-9*01	IGHJ6*02	5.0	NA
4051	IGHV3-53*01	IGHD5-12*01	IGHJ4*02	9.0	NA
4052	IGHV3-53*01	IGHD5-12*01	IGHJ5*02	1.0	NA
4053	IGHV3-53*01	IGHD5-24*01	IGHJ3*02	1.0	NA
4054	IGHV3-53*01	IGHD6-13*01	IGHJ6*02	1.0	NA
4055	IGHV3-53*01	IGHD6-6*01	IGHJ6*03	1.0	NA
4056	IGHV3-53*01	NA	IGHJ1*01	37.0	NA
4057	IGHV3-53*01	NA	IGHJ2*01	2.0	NA
4058	IGHV3-53*01	NA	IGHJ3*01	10.0	NA
4059	IGHV3-53*01	NA	IGHJ3*02	9.0	NA
4060	IGHV3-53*01	NA	IGHJ4*02	31.0	NA
4061	IGHV3-53*01	NA	IGHJ4*03	2.0	NA
4062	IGHV3-53*01	NA	IGHJ5*02	18.0	NA
4063	IGHV3-53*01	NA	IGHJ6*02	24.0	NA
4064	IGHV3-53*01	NA	IGHJ6*03	15.0	NA
4065	IGHV3-53*02	IGHD1-26*01	IGHJ2*01	1.0	NA
4066	IGHV3-53*02	IGHD1-26*01	IGHJ3*02	2.0	NA
4067	IGHV3-53*02	IGHD1-26*01	IGHJ4*02	3.0	NA
4068	IGHV3-53*02	IGHD2-15*01	IGHJ3*02	3.0	NA
4069	IGHV3-53*02	IGHD2-15*01	IGHJ4*02	43.0	NA
4070	IGHV3-53*02	IGHD2-15*01	IGHJ5*02	4.0	NA
4071	IGHV3-53*02	IGHD2-15*01	IGHJ6*03	16.0	NA
4072	IGHV3-53*02	IGHD2-2*02	IGHJ4*02	2.0	NA
4073	IGHV3-53*02	IGHD2-2*02	IGHJ6*02	1.0	NA
4074	IGHV3-53*02	IGHD2-2*03	IGHJ3*02	1.0	NA
4075	IGHV3-53*02	IGHD2-2*03	IGHJ4*02	2.0	NA
4076	IGHV3-53*02	IGHD2-2*03	IGHJ4*03	1.0	NA
4077	IGHV3-53*02	IGHD2-2*03	IGHJ5*02	2.0	NA
4078	IGHV3-53*02	IGHD2-2*03	IGHJ6*02	2.0	NA
4079	IGHV3-53*02	IGHD2-2*03	IGHJ6*04	1.0	NA
4080	IGHV3-53*02	IGHD2-21*01	IGHJ4*02	1.0	NA
4081	IGHV3-53*02	IGHD2-21*01	IGHJ6*03	1.0	NA
4082	IGHV3-53*02	IGHD2-21*02	IGHJ1*01	1.0	NA
4083	IGHV3-53*02	IGHD2-21*02	IGHJ2*01	5.0	NA
4084	IGHV3-53*02	IGHD2-21*02	IGHJ3*02	1.0	NA
4085	IGHV3-53*02	IGHD2-21*02	IGHJ4*02	34.0	NA
4086	IGHV3-53*02	IGHD2-8*02	IGHJ4*02	1.0	NA
4087	IGHV3-53*02	IGHD3-10*01	IGHJ2*01	2.0	NA
4088	IGHV3-53*02	IGHD3-10*01	IGHJ3*02	271.0	NA
4089	IGHV3-53*02	IGHD3-10*01	IGHJ4*02	445.0	NA
4090	IGHV3-53*02	IGHD3-10*01	IGHJ4*03	22.0	NA
4091	IGHV3-53*02	IGHD3-10*01	IGHJ5*02	119.0	NA
4092	IGHV3-53*02	IGHD3-10*01	IGHJ6*01	1.0	NA
4093	IGHV3-53*02	IGHD3-10*01	IGHJ6*02	12.0	NA
4094	IGHV3-53*02	IGHD3-10*02	IGHJ3*02	1.0	NA
4095	IGHV3-53*02	IGHD3-10*02	IGHJ4*02	2.0	NA
4096	IGHV3-53*02	IGHD3-10*02	IGHJ6*02	1.0	NA
4097	IGHV3-53*02	IGHD3-16*02	IGHJ2*01	17.0	NA
4098	IGHV3-53*02	IGHD3-16*02	IGHJ4*02	1.0	NA
4099	IGHV3-53*02	IGHD3-16*02	IGHJ5*02	1.0	NA
4100	IGHV3-53*02	IGHD3-16*02	IGHJ6*03	3.0	NA
4101	IGHV3-53*02	IGHD3-22*01	IGHJ1*01	20.0	NA
4102	IGHV3-53*02	IGHD3-22*01	IGHJ2*01	49.0	NA
4103	IGHV3-53*02	IGHD3-22*01	IGHJ3*02	14.0	NA
4104	IGHV3-53*02	IGHD3-22*01	IGHJ4*02	108.0	NA
4105	IGHV3-53*02	IGHD3-22*01	IGHJ4*03	3.0	NA
4106	IGHV3-53*02	IGHD3-22*01	IGHJ5*02	15.0	NA
4107	IGHV3-53*02	IGHD3-22*01	IGHJ6*02	22.0	NA
4108	IGHV3-53*02	IGHD3-22*01	IGHJ6*03	1.0	NA
4109	IGHV3-53*02	IGHD3-22*01	IGHJ6*04	2.0	NA
4110	IGHV3-53*02	IGHD3-3*01	IGHJ4*02	16.0	NA
4111	IGHV3-53*02	IGHD3-3*01	IGHJ6*03	1.0	NA
4112	IGHV3-53*02	IGHD3-3*02	IGHJ5*02	2.0	NA
4113	IGHV3-53*02	IGHD3-9*01	IGHJ2*01	8.0	NA
4114	IGHV3-53*02	IGHD3-9*01	IGHJ3*02	1.0	NA
4115	IGHV3-53*02	IGHD3-9*01	IGHJ4*02	51.0	NA
4116	IGHV3-53*02	IGHD3-9*01	IGHJ4*03	1.0	NA
4117	IGHV3-53*02	IGHD3-9*01	IGHJ5*02	3.0	NA
4118	IGHV3-53*02	IGHD3-9*01	IGHJ6*02	126.0	NA
4119	IGHV3-53*02	IGHD4-17*01	IGHJ3*02	2.0	NA
4120	IGHV3-53*02	IGHD4-17*01	IGHJ4*02	3.0	NA
4121	IGHV3-53*02	IGHD4-17*01	IGHJ6*03	1.0	NA
4122	IGHV3-53*02	IGHD5-12*01	IGHJ3*02	4.0	NA
4123	IGHV3-53*02	IGHD5-12*01	IGHJ4*02	479.0	NA
4124	IGHV3-53*02	IGHD5-12*01	IGHJ4*03	18.0	NA
4125	IGHV3-53*02	IGHD5-12*01	IGHJ5*02	52.0	NA
4126	IGHV3-53*02	IGHD5-12*01	IGHJ6*01	2.0	NA
4127	IGHV3-53*02	IGHD5-12*01	IGHJ6*02	1.0	NA
4128	IGHV3-53*02	IGHD5-24*01	IGHJ3*02	9.0	NA
4129	IGHV3-53*02	IGHD5-24*01	IGHJ4*02	5.0	NA
4130	IGHV3-53*02	IGHD5-5*01	IGHJ4*02	4.0	NA
4131	IGHV3-53*02	IGHD5-5*01	IGHJ4*03	1.0	NA
4132	IGHV3-53*02	IGHD5-5*01	IGHJ5*02	1.0	NA
4133	IGHV3-53*02	IGHD5/OR15-5b*01	IGHJ4*02	4.0	NA
4134	IGHV3-53*02	IGHD6-13*01	IGHJ1*01	1.0	NA
4135	IGHV3-53*02	IGHD6-13*01	IGHJ3*01	8.0	NA
4136	IGHV3-53*02	IGHD6-13*01	IGHJ4*02	24.0	NA
4137	IGHV3-53*02	IGHD6-13*01	IGHJ5*02	4.0	NA
4138	IGHV3-53*02	IGHD6-13*01	IGHJ6*02	26.0	NA
4139	IGHV3-53*02	IGHD6-13*01	IGHJ6*04	1.0	NA
4140	IGHV3-53*02	IGHD6-19*01	IGHJ1*01	1.0	NA
4141	IGHV3-53*02	IGHD6-19*01	IGHJ2*01	2.0	NA
4142	IGHV3-53*02	IGHD6-19*01	IGHJ4*02	31.0	NA
4143	IGHV3-53*02	IGHD6-19*01	IGHJ4*03	1.0	NA
4144	IGHV3-53*02	IGHD6-19*01	IGHJ5*02	5.0	NA
4145	IGHV3-53*02	IGHD6-19*01	IGHJ6*02	1.0	NA
