	V	D	J	N152	IAVI84
4146	IGHV3-53*02	IGHD6-19*01	IGHJ6*03	2.0	NA
4147	IGHV3-53*02	IGHD6-19*01	IGHJ6*04	1.0	NA
4148	IGHV3-53*02	NA	IGHJ1*01	4101.0	NA
4149	IGHV3-53*02	NA	IGHJ2*01	88.0	NA
4150	IGHV3-53*02	NA	IGHJ3*01	555.0	NA
4151	IGHV3-53*02	NA	IGHJ3*02	843.0	NA
4152	IGHV3-53*02	NA	IGHJ4*01	2.0	NA
4153	IGHV3-53*02	NA	IGHJ4*02	2076.0	NA
4154	IGHV3-53*02	NA	IGHJ4*03	68.0	NA
4155	IGHV3-53*02	NA	IGHJ5*01	3.0	NA
4156	IGHV3-53*02	NA	IGHJ5*02	909.0	NA
4157	IGHV3-53*02	NA	IGHJ6*01	17.0	NA
4158	IGHV3-53*02	NA	IGHJ6*02	1486.0	NA
4159	IGHV3-53*02	NA	IGHJ6*03	1439.0	NA
4160	IGHV3-53*02	NA	IGHJ6*04	83.0	NA
4161	IGHV3-53*03	NA	IGHJ6*04	1.0	NA
4162	IGHV3-53*04	NA	IGHJ1*01	4.0	NA
4163	IGHV3-64*01	IGHD1-26*01	IGHJ4*02	1.0	NA
4164	IGHV3-64*01	IGHD1-26*01	IGHJ5*02	2.0	NA
4165	IGHV3-64*01	IGHD2-15*01	IGHJ1*01	1.0	NA
4166	IGHV3-64*01	IGHD2-15*01	IGHJ4*02	54.0	NA
4167	IGHV3-64*01	IGHD2-15*01	IGHJ4*03	7.0	NA
4168	IGHV3-64*01	IGHD2-15*01	IGHJ5*02	6.0	NA
4169	IGHV3-64*01	IGHD2-15*01	IGHJ6*02	1.0	NA
4170	IGHV3-64*01	IGHD2-2*02	IGHJ3*02	2.0	NA
4171	IGHV3-64*01	IGHD2-2*02	IGHJ4*02	6.0	NA
4172	IGHV3-64*01	IGHD2-2*03	IGHJ4*02	3.0	NA
4173	IGHV3-64*01	IGHD2-21*02	IGHJ4*02	13.0	NA
4174	IGHV3-64*01	IGHD3-10*01	IGHJ3*02	202.0	NA
4175	IGHV3-64*01	IGHD3-10*01	IGHJ4*02	21.0	NA
4176	IGHV3-64*01	IGHD3-10*01	IGHJ4*03	2.0	NA
4177	IGHV3-64*01	IGHD3-10*01	IGHJ5*02	1.0	NA
4178	IGHV3-64*01	IGHD3-10*01	IGHJ6*02	8.0	NA
4179	IGHV3-64*01	IGHD3-10*01	IGHJ6*03	1.0	NA
4180	IGHV3-64*01	IGHD3-16*01	IGHJ4*02	1.0	NA
4181	IGHV3-64*01	IGHD3-16*02	IGHJ3*02	1.0	NA
4182	IGHV3-64*01	IGHD3-16*02	IGHJ4*02	5.0	NA
4183	IGHV3-64*01	IGHD3-22*01	IGHJ1*01	1.0	NA
4184	IGHV3-64*01	IGHD3-22*01	IGHJ2*01	6.0	NA
4185	IGHV3-64*01	IGHD3-22*01	IGHJ3*02	2.0	NA
4186	IGHV3-64*01	IGHD3-22*01	IGHJ4*01	1.0	NA
4187	IGHV3-64*01	IGHD3-22*01	IGHJ4*02	153.0	NA
4188	IGHV3-64*01	IGHD3-22*01	IGHJ4*03	10.0	NA
4189	IGHV3-64*01	IGHD3-22*01	IGHJ5*02	2.0	NA
4190	IGHV3-64*01	IGHD3-22*01	IGHJ6*02	42.0	NA
4191	IGHV3-64*01	IGHD3-22*01	IGHJ6*04	1.0	NA
4192	IGHV3-64*01	IGHD3-3*01	IGHJ2*01	1.0	NA
4193	IGHV3-64*01	IGHD3-3*01	IGHJ3*02	1.0	NA
4194	IGHV3-64*01	IGHD3-3*01	IGHJ4*02	1.0	NA
4195	IGHV3-64*01	IGHD3-3*01	IGHJ5*02	1.0	NA
4196	IGHV3-64*01	IGHD3-3*01	IGHJ6*03	2.0	NA
4197	IGHV3-64*01	IGHD3-3*02	IGHJ4*02	2.0	NA
4198	IGHV3-64*01	IGHD3-9*01	IGHJ2*01	44.0	NA
4199	IGHV3-64*01	IGHD3-9*01	IGHJ3*02	5.0	NA
4200	IGHV3-64*01	IGHD3-9*01	IGHJ4*02	2.0	NA
4201	IGHV3-64*01	IGHD3-9*01	IGHJ5*02	4.0	NA
4202	IGHV3-64*01	IGHD3-9*01	IGHJ6*02	6.0	NA
4203	IGHV3-64*01	IGHD3-9*01	IGHJ6*04	1.0	NA
4204	IGHV3-64*01	IGHD4-17*01	IGHJ4*02	8.0	NA
4205	IGHV3-64*01	IGHD4-17*01	IGHJ4*03	1.0	NA
4206	IGHV3-64*01	IGHD5-12*01	IGHJ4*02	3.0	NA
4207	IGHV3-64*01	IGHD5-12*01	IGHJ5*02	1.0	NA
4208	IGHV3-64*01	IGHD5-24*01	IGHJ2*01	2.0	NA
4209	IGHV3-64*01	IGHD5-24*01	IGHJ4*02	3.0	NA
4210	IGHV3-64*01	IGHD5-5*01	IGHJ4*02	8.0	NA
4211	IGHV3-64*01	IGHD5-5*01	IGHJ4*03	1.0	NA
4212	IGHV3-64*01	IGHD6-13*01	IGHJ2*01	5.0	NA
4213	IGHV3-64*01	IGHD6-13*01	IGHJ4*02	5.0	NA
4214	IGHV3-64*01	IGHD6-13*01	IGHJ5*02	7.0	NA
4215	IGHV3-64*01	IGHD6-13*01	IGHJ6*03	1.0	NA
4216	IGHV3-64*01	IGHD6-19*01	IGHJ4*02	8.0	NA
4217	IGHV3-64*01	IGHD6-19*01	IGHJ4*03	1.0	NA
4218	IGHV3-64*01	IGHD6-19*01	IGHJ6*02	156.0	NA
4219	IGHV3-64*01	IGHD6-19*01	IGHJ6*04	13.0	NA
4220	IGHV3-64*01	NA	IGHJ1*01	3.0	NA
4221	IGHV3-64*01	NA	IGHJ2*01	52.0	NA
4222	IGHV3-64*01	NA	IGHJ3*01	1.0	NA
4223	IGHV3-64*01	NA	IGHJ3*02	717.0	NA
4224	IGHV3-64*01	NA	IGHJ4*01	2.0	NA
4225	IGHV3-64*01	NA	IGHJ4*02	907.0	NA
4226	IGHV3-64*01	NA	IGHJ4*03	40.0	NA
4227	IGHV3-64*01	NA	IGHJ5*02	210.0	NA
4228	IGHV3-64*01	NA	IGHJ6*01	9.0	NA
4229	IGHV3-64*01	NA	IGHJ6*02	337.0	NA
4230	IGHV3-64*01	NA	IGHJ6*03	1115.0	NA
4231	IGHV3-64*01	NA	IGHJ6*04	23.0	NA
4232	IGHV3-64*02	IGHD2-15*01	IGHJ4*02	13.0	NA
4233	IGHV3-64*02	IGHD3-10*01	IGHJ4*02	1.0	NA
4234	IGHV3-64*02	IGHD3-22*01	IGHJ4*02	1.0	NA
4235	IGHV3-64*02	IGHD6-13*01	IGHJ4*02	1.0	NA
4236	IGHV3-64*02	IGHD6-13*01	IGHJ6*03	6.0	NA
4237	IGHV3-64*02	NA	IGHJ3*01	1.0	NA
4238	IGHV3-64*02	NA	IGHJ3*02	15.0	NA
4239	IGHV3-64*02	NA	IGHJ4*01	15.0	NA
4240	IGHV3-64*02	NA	IGHJ4*02	35.0	NA
4241	IGHV3-64*02	NA	IGHJ4*03	4.0	NA
4242	IGHV3-64*02	NA	IGHJ5*01	23.0	NA
4243	IGHV3-64*02	NA	IGHJ5*02	22.0	NA
4244	IGHV3-64*02	NA	IGHJ6*01	3.0	NA
4245	IGHV3-64*02	NA	IGHJ6*02	3.0	NA
4246	IGHV3-64*02	NA	IGHJ6*03	193.0	NA
4247	IGHV3-64*02	NA	IGHJ6*04	1.0	NA
4248	IGHV3-64*04	IGHD2-15*01	IGHJ3*02	1.0	NA
4249	IGHV3-64*04	IGHD2-15*01	IGHJ4*03	1.0	NA
4250	IGHV3-64*04	IGHD2-2*03	IGHJ2*01	1.0	NA
4251	IGHV3-64*04	IGHD3-10*01	IGHJ4*02	2.0	NA
4252	IGHV3-64*04	IGHD3-10*01	IGHJ6*02	1.0	NA
4253	IGHV3-64*04	IGHD3-22*01	IGHJ4*02	1.0	NA
4254	IGHV3-64*04	IGHD3-22*01	IGHJ5*02	2.0	NA
4255	IGHV3-64*04	NA	IGHJ1*01	1.0	NA
4256	IGHV3-64*04	NA	IGHJ2*01	1.0	NA
4257	IGHV3-64*04	NA	IGHJ3*02	4.0	NA
4258	IGHV3-64*04	NA	IGHJ4*02	9.0	NA
4259	IGHV3-64*04	NA	IGHJ4*03	1.0	NA
4260	IGHV3-64*04	NA	IGHJ5*02	2.0	NA
4261	IGHV3-64*04	NA	IGHJ6*02	4.0	NA
4262	IGHV3-64*04	NA	IGHJ6*03	1.0	NA
4263	IGHV3-64D*06	IGHD1-26*01	IGHJ4*02	1.0	NA
4264	IGHV3-64D*06	IGHD2-15*01	IGHJ3*01	1.0	NA
4265	IGHV3-64D*06	IGHD2-15*01	IGHJ3*02	1.0	NA
4266	IGHV3-64D*06	IGHD2-15*01	IGHJ4*02	4.0	NA
4267	IGHV3-64D*06	IGHD2-15*01	IGHJ5*02	1.0	NA
4268	IGHV3-64D*06	IGHD2-15*01	IGHJ6*02	6.0	NA
4269	IGHV3-64D*06	IGHD2-15*01	IGHJ6*04	3.0	NA
4270	IGHV3-64D*06	IGHD2-2*01	IGHJ4*02	8.0	NA
4271	IGHV3-64D*06	IGHD2-2*02	IGHJ4*02	1.0	NA
4272	IGHV3-64D*06	IGHD2-2*02	IGHJ6*02	1.0	NA
4273	IGHV3-64D*06	IGHD2-2*03	IGHJ4*02	11.0	NA
4274	IGHV3-64D*06	IGHD2-2*03	IGHJ5*02	1.0	NA
4275	IGHV3-64D*06	IGHD2-21*02	IGHJ4*02	3.0	NA
4276	IGHV3-64D*06	IGHD3-10*01	IGHJ3*02	5.0	NA
4277	IGHV3-64D*06	IGHD3-10*01	IGHJ4*02	95.0	NA
4278	IGHV3-64D*06	IGHD3-10*01	IGHJ4*03	3.0	NA
4279	IGHV3-64D*06	IGHD3-10*01	IGHJ5*02	33.0	NA
4280	IGHV3-64D*06	IGHD3-10*01	IGHJ6*02	1.0	NA
4281	IGHV3-64D*06	IGHD3-10*01	IGHJ6*04	2.0	NA
4282	IGHV3-64D*06	IGHD3-16*01	IGHJ4*02	3.0	NA
4283	IGHV3-64D*06	IGHD3-16*02	IGHJ4*02	3.0	NA
4284	IGHV3-64D*06	IGHD3-22*01	IGHJ1*01	1.0	NA
4285	IGHV3-64D*06	IGHD3-22*01	IGHJ3*02	4.0	NA
4286	IGHV3-64D*06	IGHD3-22*01	IGHJ4*02	9.0	NA
4287	IGHV3-64D*06	IGHD3-22*01	IGHJ4*03	2.0	NA
4288	IGHV3-64D*06	IGHD3-22*01	IGHJ5*02	22.0	NA
4289	IGHV3-64D*06	IGHD3-22*01	IGHJ6*02	2.0	NA
4290	IGHV3-64D*06	IGHD3-3*02	IGHJ5*02	1.0	NA
4291	IGHV3-64D*06	IGHD3-9*01	IGHJ3*02	4.0	NA
4292	IGHV3-64D*06	IGHD3-9*01	IGHJ4*02	21.0	NA
4293	IGHV3-64D*06	IGHD3-9*01	IGHJ4*03	1.0	NA
4294	IGHV3-64D*06	IGHD3-9*01	IGHJ5*02	1.0	NA
4295	IGHV3-64D*06	IGHD4-17*01	IGHJ3*02	1.0	NA
4296	IGHV3-64D*06	IGHD4-17*01	IGHJ4*02	1.0	NA
4297	IGHV3-64D*06	IGHD4-23*01	IGHJ4*02	1.0	NA
4298	IGHV3-64D*06	IGHD5-12*01	IGHJ4*02	4.0	NA
4299	IGHV3-64D*06	IGHD5-12*01	IGHJ5*02	12.0	NA
4300	IGHV3-64D*06	IGHD5-24*01	IGHJ4*02	1.0	NA
4301	IGHV3-64D*06	IGHD5-24*01	IGHJ4*03	1.0	NA
4302	IGHV3-64D*06	IGHD5-5*01	IGHJ4*02	18.0	NA
4303	IGHV3-64D*06	IGHD5-5*01	IGHJ4*03	3.0	NA
4304	IGHV3-64D*06	IGHD6-13*01	IGHJ4*02	4.0	NA
4305	IGHV3-64D*06	IGHD6-13*01	IGHJ6*02	6.0	NA
4306	IGHV3-64D*06	IGHD6-19*01	IGHJ4*02	9.0	NA
4307	IGHV3-64D*06	IGHD6-19*01	IGHJ6*02	5.0	NA
4308	IGHV3-64D*06	NA	IGHJ1*01	13.0	NA
4309	IGHV3-64D*06	NA	IGHJ2*01	45.0	NA
4310	IGHV3-64D*06	NA	IGHJ3*02	59.0	NA
4311	IGHV3-64D*06	NA	IGHJ4*01	4.0	NA
4312	IGHV3-64D*06	NA	IGHJ4*02	3415.0	NA
4313	IGHV3-64D*06	NA	IGHJ4*03	91.0	NA
4314	IGHV3-64D*06	NA	IGHJ5*02	318.0	NA
4315	IGHV3-64D*06	NA	IGHJ6*01	7.0	NA
4316	IGHV3-64D*06	NA	IGHJ6*02	179.0	NA
4317	IGHV3-64D*06	NA	IGHJ6*03	3.0	NA
4318	IGHV3-64D*06	NA	IGHJ6*04	14.0	NA
4319	IGHV3-66*01	IGHD1-26*01	IGHJ3*02	1.0	NA
4320	IGHV3-66*01	IGHD1-26*01	IGHJ4*02	26.0	NA
4321	IGHV3-66*01	IGHD1-26*01	IGHJ4*03	1.0	NA
4322	IGHV3-66*01	IGHD1-26*01	IGHJ5*01	2.0	NA
4323	IGHV3-66*01	IGHD2-15*01	IGHJ1*01	1.0	NA
4324	IGHV3-66*01	IGHD2-15*01	IGHJ3*02	8.0	NA
4325	IGHV3-66*01	IGHD2-15*01	IGHJ4*02	9.0	NA
4326	IGHV3-66*01	IGHD2-2*02	IGHJ6*02	2.0	NA
4327	IGHV3-66*01	IGHD2-2*03	IGHJ2*01	1.0	NA
4328	IGHV3-66*01	IGHD2-2*03	IGHJ4*02	15.0	NA
4329	IGHV3-66*01	IGHD2-2*03	IGHJ6*02	2.0	NA
4330	IGHV3-66*01	IGHD2-2*03	IGHJ6*03	1.0	NA
4331	IGHV3-66*01	IGHD2-21*02	IGHJ4*02	107.0	NA
4332	IGHV3-66*01	IGHD2-21*02	IGHJ4*03	3.0	NA
4333	IGHV3-66*01	IGHD3-10*01	IGHJ2*01	1.0	NA
4334	IGHV3-66*01	IGHD3-10*01	IGHJ3*02	50.0	NA
4335	IGHV3-66*01	IGHD3-10*01	IGHJ4*02	161.0	NA
4336	IGHV3-66*01	IGHD3-10*01	IGHJ4*03	6.0	NA
4337	IGHV3-66*01	IGHD3-10*01	IGHJ5*02	63.0	NA
4338	IGHV3-66*01	IGHD3-10*01	IGHJ6*02	226.0	NA
4339	IGHV3-66*01	IGHD3-10*01	IGHJ6*04	14.0	NA
4340	IGHV3-66*01	IGHD3-10*02	IGHJ4*02	1.0	NA
4341	IGHV3-66*01	IGHD3-16*01	IGHJ4*02	1.0	NA
4342	IGHV3-66*01	IGHD3-16*02	IGHJ4*01	1.0	NA
4343	IGHV3-66*01	IGHD3-16*02	IGHJ4*02	376.0	NA
4344	IGHV3-66*01	IGHD3-16*02	IGHJ4*03	2.0	NA
4345	IGHV3-66*01	IGHD3-16*02	IGHJ6*02	72.0	NA
4346	IGHV3-66*01	IGHD3-16*02	IGHJ6*04	8.0	NA
4347	IGHV3-66*01	IGHD3-22*01	IGHJ1*01	1.0	NA
4348	IGHV3-66*01	IGHD3-22*01	IGHJ3*02	35.0	NA
4349	IGHV3-66*01	IGHD3-22*01	IGHJ4*01	2.0	NA
4350	IGHV3-66*01	IGHD3-22*01	IGHJ4*02	1044.0	NA
4351	IGHV3-66*01	IGHD3-22*01	IGHJ4*03	27.0	NA
4352	IGHV3-66*01	IGHD3-22*01	IGHJ5*01	1.0	NA
4353	IGHV3-66*01	IGHD3-22*01	IGHJ5*02	22.0	NA
4354	IGHV3-66*01	IGHD3-22*01	IGHJ6*01	1.0	NA
4355	IGHV3-66*01	IGHD3-22*01	IGHJ6*02	12.0	NA
4356	IGHV3-66*01	IGHD3-22*01	IGHJ6*04	1.0	NA
4357	IGHV3-66*01	IGHD3-3*02	IGHJ6*02	1.0	NA
4358	IGHV3-66*01	IGHD3-9*01	IGHJ3*02	8.0	NA
4359	IGHV3-66*01	IGHD3-9*01	IGHJ4*02	33.0	NA
4360	IGHV3-66*01	IGHD3-9*01	IGHJ5*02	36.0	NA
4361	IGHV3-66*01	IGHD3-9*01	IGHJ6*01	1.0	NA
4362	IGHV3-66*01	IGHD3-9*01	IGHJ6*02	84.0	NA
4363	IGHV3-66*01	IGHD3-9*01	IGHJ6*04	3.0	NA
4364	IGHV3-66*01	IGHD3/OR15-3b*01	IGHJ6*02	4.0	NA
4365	IGHV3-66*01	IGHD4-17*01	IGHJ4*02	59.0	NA
4366	IGHV3-66*01	IGHD4-17*01	IGHJ4*03	7.0	NA
4367	IGHV3-66*01	IGHD4-17*01	IGHJ6*02	1.0	NA
4368	IGHV3-66*01	IGHD4-23*01	IGHJ4*02	1.0	NA
4369	IGHV3-66*01	IGHD4-23*01	IGHJ6*02	1.0	NA
4370	IGHV3-66*01	IGHD5-12*01	IGHJ4*02	7.0	NA
4371	IGHV3-66*01	IGHD5-12*01	IGHJ4*03	1.0	NA
4372	IGHV3-66*01	IGHD5-24*01	IGHJ4*01	1.0	NA
4373	IGHV3-66*01	IGHD5-24*01	IGHJ4*02	37.0	NA
4374	IGHV3-66*01	IGHD5-24*01	IGHJ5*02	6.0	NA
4375	IGHV3-66*01	IGHD5-5*01	IGHJ2*01	1.0	NA
4376	IGHV3-66*01	IGHD5-5*01	IGHJ3*02	2.0	NA
4377	IGHV3-66*01	IGHD5-5*01	IGHJ4*02	13.0	NA
4378	IGHV3-66*01	IGHD5-5*01	IGHJ5*02	1.0	NA
4379	IGHV3-66*01	IGHD5/OR15-5b*01	IGHJ4*02	1.0	NA
4380	IGHV3-66*01	IGHD6-13*01	IGHJ2*01	1.0	NA
4381	IGHV3-66*01	IGHD6-13*01	IGHJ3*02	2.0	NA
4382	IGHV3-66*01	IGHD6-13*01	IGHJ4*02	8.0	NA
4383	IGHV3-66*01	IGHD6-13*01	IGHJ4*03	1.0	NA
4384	IGHV3-66*01	IGHD6-13*01	IGHJ5*02	87.0	NA
4385	IGHV3-66*01	IGHD6-13*01	IGHJ6*02	4.0	NA
4386	IGHV3-66*01	IGHD6-13*01	IGHJ6*03	2.0	NA
4387	IGHV3-66*01	IGHD6-13*01	IGHJ6*04	2.0	NA
4388	IGHV3-66*01	IGHD6-19*01	IGHJ3*02	4.0	NA
4389	IGHV3-66*01	IGHD6-19*01	IGHJ4*02	588.0	NA
4390	IGHV3-66*01	IGHD6-19*01	IGHJ4*03	5.0	NA
4391	IGHV3-66*01	IGHD6-19*01	IGHJ5*02	6.0	NA
4392	IGHV3-66*01	IGHD6-19*01	IGHJ6*02	3.0	NA
4393	IGHV3-66*01	IGHD6-6*01	IGHJ4*02	1.0	NA
4394	IGHV3-66*01	IGHD6-6*01	IGHJ5*02	1.0	NA
4395	IGHV3-66*01	NA	IGHJ1*01	923.0	NA
4396	IGHV3-66*01	NA	IGHJ2*01	50.0	NA
4397	IGHV3-66*01	NA	IGHJ3*01	46.0	NA
4398	IGHV3-66*01	NA	IGHJ3*02	3290.0	NA
4399	IGHV3-66*01	NA	IGHJ4*01	9.0	NA
4400	IGHV3-66*01	NA	IGHJ4*02	2630.0	NA
4401	IGHV3-66*01	NA	IGHJ4*03	91.0	NA
4402	IGHV3-66*01	NA	IGHJ5*01	3.0	NA
4403	IGHV3-66*01	NA	IGHJ5*02	362.0	NA
4404	IGHV3-66*01	NA	IGHJ6*01	30.0	NA
4405	IGHV3-66*01	NA	IGHJ6*02	1800.0	NA
4406	IGHV3-66*01	NA	IGHJ6*03	21.0	NA
4407	IGHV3-66*01	NA	IGHJ6*04	77.0	NA
4408	IGHV3-66*02	IGHD1-26*01	IGHJ5*02	2.0	NA
4409	IGHV3-66*02	NA	IGHJ3*02	1.0	NA
4410	IGHV3-66*02	NA	IGHJ4*02	1.0	NA
4411	IGHV3-66*02	NA	IGHJ5*02	2.0	NA
4412	IGHV3-66*02	NA	IGHJ6*03	2.0	NA
4413	IGHV3-66*03	IGHD3-9*01	IGHJ6*02	1.0	NA
4414	IGHV3-66*03	IGHD6-13*01	IGHJ4*02	1.0	NA
4415	IGHV3-66*03	IGHD6-19*01	IGHJ4*02	1.0	NA
4416	IGHV3-66*03	NA	IGHJ1*01	1.0	NA
4417	IGHV3-66*03	NA	IGHJ3*02	4.0	NA
4418	IGHV3-66*03	NA	IGHJ4*02	4.0	NA
4419	IGHV3-66*03	NA	IGHJ6*02	2.0	NA
4420	IGHV3-66*03	NA	IGHJ6*03	2.0	NA
4421	IGHV3-66*04	IGHD1-20*01	IGHJ5*02	1.0	NA
4422	IGHV3-66*04	IGHD2-15*01	IGHJ1*01	2.0	NA
4423	IGHV3-66*04	IGHD2-15*01	IGHJ3*01	1.0	NA
4424	IGHV3-66*04	IGHD2-15*01	IGHJ3*02	12.0	NA
4425	IGHV3-66*04	IGHD2-15*01	IGHJ4*02	31.0	NA
4426	IGHV3-66*04	IGHD2-15*01	IGHJ4*03	3.0	NA
4427	IGHV3-66*04	IGHD2-15*01	IGHJ5*02	20.0	NA
4428	IGHV3-66*04	IGHD2-15*01	IGHJ6*02	18.0	NA
4429	IGHV3-66*04	IGHD2-15*01	IGHJ6*03	1.0	NA
4430	IGHV3-66*04	IGHD2-2*03	IGHJ4*02	1.0	NA
4431	IGHV3-66*04	IGHD2-2*03	IGHJ5*02	1.0	NA
4432	IGHV3-66*04	IGHD2-21*02	IGHJ4*02	4.0	NA
4433	IGHV3-66*04	IGHD2-21*02	IGHJ5*02	1.0	NA
4434	IGHV3-66*04	IGHD3-10*01	IGHJ3*02	9.0	NA
4435	IGHV3-66*04	IGHD3-10*01	IGHJ4*02	168.0	NA
4436	IGHV3-66*04	IGHD3-10*01	IGHJ4*03	5.0	NA
4437	IGHV3-66*04	IGHD3-10*01	IGHJ5*02	4.0	NA
4438	IGHV3-66*04	IGHD3-10*01	IGHJ6*01	2.0	NA
4439	IGHV3-66*04	IGHD3-10*01	IGHJ6*02	69.0	NA
4440	IGHV3-66*04	IGHD3-10*01	IGHJ6*04	3.0	NA
4441	IGHV3-66*04	IGHD3-10*02	IGHJ4*02	1.0	NA
4442	IGHV3-66*04	IGHD3-10*02	IGHJ5*02	7.0	NA
4443	IGHV3-66*04	IGHD3-16*02	IGHJ4*02	2.0	NA
4444	IGHV3-66*04	IGHD3-22*01	IGHJ1*01	46.0	NA
4445	IGHV3-66*04	IGHD3-22*01	IGHJ2*01	1.0	NA
4446	IGHV3-66*04	IGHD3-22*01	IGHJ3*02	1.0	NA
4447	IGHV3-66*04	IGHD3-22*01	IGHJ4*02	226.0	NA
4448	IGHV3-66*04	IGHD3-22*01	IGHJ4*03	48.0	NA
4449	IGHV3-66*04	IGHD3-22*01	IGHJ5*02	12.0	NA
4450	IGHV3-66*04	IGHD3-3*01	IGHJ4*02	3.0	NA
4451	IGHV3-66*04	IGHD3-9*01	IGHJ3*02	120.0	NA
4452	IGHV3-66*04	IGHD3-9*01	IGHJ4*02	21.0	NA
4453	IGHV3-66*04	IGHD3-9*01	IGHJ5*02	12.0	NA
4454	IGHV3-66*04	IGHD3-9*01	IGHJ6*02	41.0	NA
4455	IGHV3-66*04	IGHD3-9*01	IGHJ6*04	3.0	NA
4456	IGHV3-66*04	IGHD3/OR15-3b*01	IGHJ4*02	1.0	NA
4457	IGHV3-66*04	IGHD4-23*01	IGHJ4*02	1.0	NA
4458	IGHV3-66*04	IGHD5-24*01	IGHJ4*02	3.0	NA
4459	IGHV3-66*04	IGHD5-5*01	IGHJ4*02	4.0	NA
4460	IGHV3-66*04	IGHD6-13*01	IGHJ3*02	30.0	NA
4461	IGHV3-66*04	IGHD6-13*01	IGHJ4*02	7.0	NA
4462	IGHV3-66*04	IGHD6-13*01	IGHJ5*02	3.0	NA
4463	IGHV3-66*04	IGHD6-13*01	IGHJ6*02	2.0	NA
4464	IGHV3-66*04	IGHD6-19*01	IGHJ1*01	3.0	NA
4465	IGHV3-66*04	IGHD6-19*01	IGHJ2*01	28.0	NA
4466	IGHV3-66*04	IGHD6-19*01	IGHJ4*02	6.0	NA
4467	IGHV3-66*04	IGHD6-19*01	IGHJ5*02	2.0	NA
4468	IGHV3-66*04	NA	IGHJ1*01	120.0	NA
4469	IGHV3-66*04	NA	IGHJ2*01	30.0	NA
4470	IGHV3-66*04	NA	IGHJ3*01	3.0	NA
4471	IGHV3-66*04	NA	IGHJ3*02	369.0	NA
4472	IGHV3-66*04	NA	IGHJ4*01	1.0	NA
4473	IGHV3-66*04	NA	IGHJ4*02	1641.0	NA
4474	IGHV3-66*04	NA	IGHJ4*03	48.0	NA
4475	IGHV3-66*04	NA	IGHJ5*01	1.0	NA
4476	IGHV3-66*04	NA	IGHJ5*02	1014.0	NA
4477	IGHV3-66*04	NA	IGHJ6*01	1.0	NA
4478	IGHV3-66*04	NA	IGHJ6*02	215.0	NA
4479	IGHV3-66*04	NA	IGHJ6*03	6.0	NA
4480	IGHV3-66*04	NA	IGHJ6*04	11.0	NA
4481	IGHV3-69-1*01	IGHD3-10*01	IGHJ5*02	1.0	NA
4482	IGHV3-69-1*01	IGHD3-22*01	IGHJ3*02	4.0	NA
4483	IGHV3-69-1*01	IGHD6-13*01	IGHJ5*02	1.0	NA
4484	IGHV3-69-1*01	IGHD6-19*01	IGHJ5*02	1.0	NA
4485	IGHV3-69-1*01	IGHD6-19*01	IGHJ6*02	1.0	NA
4486	IGHV3-69-1*01	NA	IGHJ4*02	4.0	NA
4487	IGHV3-69-1*01	NA	IGHJ5*02	11.0	NA
4488	IGHV3-69-1*01	NA	IGHJ6*03	1.0	NA
4489	IGHV3-69-1*02	IGHD3-10*01	IGHJ4*02	5.0	NA
4490	IGHV3-69-1*02	IGHD3-10*01	IGHJ6*02	5.0	NA
4491	IGHV3-69-1*02	IGHD3-16*02	IGHJ3*02	2.0	NA
4492	IGHV3-69-1*02	IGHD3-22*01	IGHJ4*02	1.0	NA
4493	IGHV3-69-1*02	IGHD3/OR15-3b*01	IGHJ6*03	4.0	NA
4494	IGHV3-69-1*02	IGHD6-13*01	IGHJ2*01	1.0	NA
4495	IGHV3-69-1*02	NA	IGHJ2*01	5.0	NA
4496	IGHV3-69-1*02	NA	IGHJ3*02	15.0	NA
4497	IGHV3-69-1*02	NA	IGHJ4*01	30.0	NA
4498	IGHV3-69-1*02	NA	IGHJ4*02	181.0	NA
4499	IGHV3-69-1*02	NA	IGHJ4*03	7.0	NA
4500	IGHV3-69-1*02	NA	IGHJ5*02	19.0	NA
4501	IGHV3-69-1*02	NA	IGHJ6*01	1.0	NA
4502	IGHV3-69-1*02	NA	IGHJ6*02	1.0	NA
4503	IGHV3-69-1*02	NA	IGHJ6*03	2.0	NA
4504	IGHV3-7*01	IGHD1-26*01	IGHJ4*02	7.0	NA
4505	IGHV3-7*01	IGHD1-26*01	IGHJ4*03	2.0	NA
4506	IGHV3-7*01	IGHD1-26*01	IGHJ5*02	3.0	NA
4507	IGHV3-7*01	IGHD1-7*01	IGHJ4*02	39.0	NA
4508	IGHV3-7*01	IGHD1-7*01	IGHJ4*03	1.0	NA
4509	IGHV3-7*01	IGHD2-15*01	IGHJ4*02	5.0	NA
4510	IGHV3-7*01	IGHD2-15*01	IGHJ5*02	1.0	NA
4511	IGHV3-7*01	IGHD2-2*03	IGHJ4*02	94.0	NA
4512	IGHV3-7*01	IGHD2-2*03	IGHJ4*03	13.0	NA
4513	IGHV3-7*01	IGHD2-2*03	IGHJ5*02	2.0	NA
4514	IGHV3-7*01	IGHD2-21*01	IGHJ1*01	2.0	NA
4515	IGHV3-7*01	IGHD2-21*01	IGHJ4*02	2.0	NA
4516	IGHV3-7*01	IGHD2-8*02	IGHJ4*02	1.0	NA
4517	IGHV3-7*01	IGHD3-10*01	IGHJ2*01	8.0	NA
4518	IGHV3-7*01	IGHD3-10*01	IGHJ3*01	1.0	NA
